条目ID,登记名称,目录名称,目录状态,卷,部,目录分类,条目类型,研究深度,登记状态,证据截止日,Jev实际模型,Jev推理版本,Jev示例版本,运行时间UTC,摘要SHA256,Mapping文件,Jev原始结果文件,四气选择,四气选择置信度,四气_寒_概率,四气_凉_概率,四气_平_概率,四气_温_概率,四气_热_概率,五味_酸_Noul得分,五味_苦_Noul得分,五味_甘_Noul得分,五味_辛_Noul得分,五味_咸_Noul得分,归经_心经_Noul得分,归经_肝经_Noul得分,归经_脾经_Noul得分,归经_肺经_Noul得分,归经_肾经_Noul得分,心经_主方向选择,心经_方向选择置信度,心经_阴-_概率,心经_阴+_概率,心经_阳-_概率,心经_阳+_概率,肝经_主方向选择,肝经_方向选择置信度,肝经_阴-_概率,肝经_阴+_概率,肝经_阳-_概率,肝经_阳+_概率,脾经_主方向选择,脾经_方向选择置信度,脾经_阴-_概率,脾经_阴+_概率,脾经_阳-_概率,脾经_阳+_概率,肺经_主方向选择,肺经_方向选择置信度,肺经_阴-_概率,肺经_阴+_概率,肺经_阳-_概率,肺经_阳+_概率,肾经_主方向选择,肾经_方向选择置信度,肾经_阴-_概率,肾经_阴+_概率,肾经_阳-_概率,肾经_阳+_概率
plant-based-sausage,植物香肠,植物香肠,正式目录,卷十一,替代与新技术食品部,植物替代,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T08:48:13.873948+00:00,e8674e28d20ec5899445c5f4930d4096273e4b99ae6ed1c3ecaad748a668e8ce,references/entries/plant-based-sausage/mapping.md,qa/jev-entry-batches/33-beauty-and-plant-foods/raw/plant-based-sausage.json,平,1,0,0,1,0,0,0.04,0.04,0.08,0.06,0.1,0.04,0.04,0.06,0.04,0.04,阳-,0.22,0.3,0.03,0.42,0.25,阳-,0.3,0.41,0.03,0.48,0.08,阳+,0.29,0.44,0.03,0.06,0.47,阴-,0.31,0.49,0.08,0.31,0.12,阴-,0.48,0.6,0.07,0.17,0.16
plant-based-egg,植物蛋,植物蛋,正式目录,卷十一,替代与新技术食品部,植物替代,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T08:48:14.015647+00:00,dc4679146cd13ebee95595f1b57f7ee6dbf42069d766cdf57dbf0d8cf3d48ead,references/entries/plant-based-egg/mapping.md,qa/jev-entry-batches/33-beauty-and-plant-foods/raw/plant-based-egg.json,平,1,0,0,1,0,0,0.04,0.04,0.08,0.04,0.05,0.04,0.04,0.06,0.04,0.04,阳-,0.08,0.27,0.12,0.31,0.3,阴-,0.27,0.45,0.07,0.37,0.11,阳+,0.44,0.3,0.08,0.04,0.58,阴-,0.2,0.41000000000000003,0.21,0.25,0.13,阴-,0.32,0.48,0.26,0.12,0.14
plant-based-cheese,植物奶酪,植物奶酪,正式目录,卷十一,替代与新技术食品部,植物替代,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T08:48:14.141831+00:00,8976c72677671637392b14c5ec0c5777ad3b2632a1fdf93956eb63ac3188b694,references/entries/plant-based-cheese/mapping.md,qa/jev-entry-batches/33-beauty-and-plant-foods/raw/plant-based-cheese.json,平,1,0,0,1,0,0,0.04,0.03,0.09,0.04,0.07,0.04,0.04,0.06,0.04,0.05,阳-,0.13,0.27,0.09,0.35,0.29,阴-,0.27,0.46,0.06,0.34,0.14,阳+,0.36,0.38,0.06,0.03,0.53,阴-,0.25,0.43,0.21,0.22,0.14,阴-,0.29,0.47,0.32,0.07,0.14
plant-based-yogurt,植物酸奶,植物酸奶,正式目录,卷十一,替代与新技术食品部,植物替代,fermented_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:04:49.284084+00:00,ddfd4b14c44fb65275297577dfd88fb90f85958d77daba6031963e79e9156673,references/entries/plant-based-yogurt/mapping.md,qa/jev-entry-batches/34-low-carb-and-modern-foods/raw/plant-based-yogurt.json,平,1,0,0,1,0,0,0.16,0.04,0.15,0.04,0.04,0.04,0.04,0.08,0.04,0.04,阴-,0.1,0.32,0.17,0.32,0.19,阴-,0.27,0.45,0.07,0.39,0.09,阳+,0.28,0.4,0.11,0.03,0.46,阴-,0.24,0.43,0.29,0.2,0.08,阴-,0.31,0.48,0.34,0.09,0.09
low-carb-bread,低碳面包,低碳面包,正式目录,卷十一,替代与新技术食品部,低糖低碳食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:04:49.435380+00:00,fd0062a314802522cbb079c4be201259f5de12204a20f7d198b60778494eb962,references/entries/low-carb-bread/mapping.md,qa/jev-entry-batches/34-low-carb-and-modern-foods/raw/low-carb-bread.json,平,1,0,0,1,0,0,0.04,0.04,0.1,0.05,0.06,0.04,0.05,0.09,0.04,0.04,阳-,0.42,0.21,0.03,0.57,0.19,阳-,0.36,0.37,0.02,0.52,0.09,阴-,0.4,0.55,0.02,0.12,0.31,阴-,0.31,0.48,0.11,0.28,0.13,阴-,0.36,0.52,0.09,0.28,0.11
konjac-noodles,魔芋面,魔芋面,正式目录,卷十一,替代与新技术食品部,低糖低碳食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:04:49.606161+00:00,19b6ad1cf0f8ab057189d3b214c97cbdc088cf571b85b07e71c8a4f10f4e350a,references/entries/konjac-noodles/mapping.md,qa/jev-entry-batches/34-low-carb-and-modern-foods/raw/konjac-noodles.json,平,0.98,0.01,0,0.99,0,0,0.05,0.05,0.1,0.05,0.08,0.04,0.05,0.15,0.06,0.05,阴-,0.38,0.53,0.04,0.31,0.12,阴-,0.55,0.66,0.02,0.28,0.03,阴-,0.85,0.89,0.02,0.01,0.08,阴-,0.69,0.76,0.12,0.08,0.04,阴-,0.86,0.9,0.04,0.04,0.02
tofu-noodles,豆腐面,豆腐面,正式目录,卷十一,替代与新技术食品部,低糖低碳食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:04:49.776604+00:00,15678a4f446dd21038aeba05d684f12cb60086d201cdf45328235c63f29d7d73,references/entries/tofu-noodles/mapping.md,qa/jev-entry-batches/34-low-carb-and-modern-foods/raw/tofu-noodles.json,平,0.99,0,0,1,0,0,0.05,0.05,0.16,0.05,0.07,0.04,0.05,0.09,0.04,0.05,阳-,0.07,0.25,0.28,0.3,0.17,阴-,0.16,0.37,0.21,0.34,0.08,阳+,0.43,0.28,0.12,0.03,0.57,阴-,0.25,0.44,0.3,0.15,0.11,阴+,0.45,0.32,0.58,0.05,0.05
low-sugar-ice-cream,低糖冰淇淋,低糖冰淇淋,正式目录,卷十一,替代与新技术食品部,低糖低碳食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:04:49.917870+00:00,0daa410d1d9748a2d21dd9db859a30d558e270c22643c7278eb5b7877e3b4e5f,references/entries/low-sugar-ice-cream/mapping.md,qa/jev-entry-batches/34-low-carb-and-modern-foods/raw/low-sugar-ice-cream.json,平,0.97,0.02,0,0.98,0,0,0.04,0.04,0.2,0.04,0.04,0.04,0.04,0.11,0.04,0.04,阳-,0.2,0.27,0.13,0.4,0.2,阳-,0.3,0.4,0.04,0.48,0.08,阴-,0.57,0.68,0.08,0.04,0.2,阴-,0.27,0.45,0.17,0.29,0.09,阴-,0.35,0.52,0.24,0.15,0.09
keto-dessert,生酮甜点,生酮甜点,正式目录,卷十一,替代与新技术食品部,低糖低碳食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:04:50.059382+00:00,903df022bcb4d4fead2a2424044bf2989caf0b2beef4fc04e6042cfdf916391f,references/entries/keto-dessert/mapping.md,qa/jev-entry-batches/34-low-carb-and-modern-foods/raw/keto-dessert.json,平,1,0,0,1,0,0,0.04,0.04,0.18,0.04,0.04,0.04,0.04,0.09,0.04,0.04,阳-,0.14,0.26,0.05,0.36,0.33,阴-,0.24,0.42,0.05,0.39,0.14,阴-,0.51,0.63,0.04,0.06,0.27,阴-,0.29,0.47,0.14,0.26,0.13,阴-,0.47,0.6,0.1,0.13,0.17
low-sugar-chocolate,低糖巧克力,低糖巧克力,正式目录,卷十一,替代与新技术食品部,低糖低碳食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:04:50.218880+00:00,8893215cd1520559ba6bd4184f93d607ae7cfaa57ad07d3c7cd8dc49c91d20e5,references/entries/low-sugar-chocolate/mapping.md,qa/jev-entry-batches/34-low-carb-and-modern-foods/raw/low-sugar-chocolate.json,平,0.99,0,0,1,0,0,0.05,0.16,0.25,0.05,0.05,0.05,0.05,0.11,0.04,0.04,阳-,0.26,0.21,0.14,0.44,0.21,阳-,0.37,0.34,0.07,0.52,0.07,阴-,0.65,0.75,0.03,0.03,0.19,阴-,0.23,0.43,0.14,0.36,0.07,阴-,0.44,0.58,0.15,0.16,0.11
freeze-dried-yogurt-bites,冻干酸奶块,冻干酸奶块,正式目录,卷十一,替代与新技术食品部,新加工食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:04:50.345604+00:00,bffcb20b63cb7d85ec4dd8e833cbf2b919ff0f049297b3ccce6a6e1cd3d320f6,references/entries/freeze-dried-yogurt-bites/mapping.md,qa/jev-entry-batches/34-low-carb-and-modern-foods/raw/freeze-dried-yogurt-bites.json,平,1,0,0,1,0,0,0.14,0.04,0.27,0.04,0.05,0.04,0.04,0.09,0.04,0.04,阴+,0.05,0.25,0.29000000000000004,0.21,0.25,阴-,0.27,0.45,0.11,0.29,0.15,阳+,0.19,0.36,0.23,0.02,0.39,阴-,0.27,0.45,0.34,0.11,0.1,阴+,0.22,0.42,0.41,0.07,0.1
freeze-dried-coffee,冻干咖啡,冻干咖啡,正式目录,卷十一,替代与新技术食品部,新加工食品,beverage,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:04:50.502647+00:00,f07d53326ea546d101a318f7e33acb02dcd70a86494c0ade616038415ca09fab,references/entries/freeze-dried-coffee/mapping.md,qa/jev-entry-batches/34-low-carb-and-modern-foods/raw/freeze-dried-coffee.json,平,0.94,0,0.01,0.95,0.04,0,0.06,0.27,0.07,0.1,0.04,0.08,0.06,0.06,0.06,0.05,阳+,0.55,0.1,0.01,0.24,0.65,阳-,0.27,0.3,0.01,0.45,0.24,阴-,0.29,0.47,0.01,0.11,0.41,阴-,0.19,0.39,0.03,0.23,0.35,阴-,0.29,0.45999999999999996,0.02,0.19,0.33
ready-to-eat-chicken-breast,即食鸡胸肉,即食鸡胸肉,正式目录,卷十一,替代与新技术食品部,新加工食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:04:50.627691+00:00,f0c83b6b3ab4b6fcddd6f50ecfc9d71d349f50d2fe53b0f99f727b0fbf881fa1,references/entries/ready-to-eat-chicken-breast/mapping.md,qa/jev-entry-batches/34-low-carb-and-modern-foods/raw/ready-to-eat-chicken-breast.json,平,0.98,0,0,0.98,0.02,0,0.04,0.04,0.13,0.06,0.15,0.04,0.04,0.1,0.04,0.04,阳+,0.47,0.09,0.15,0.16,0.6,阳+,0.09,0.28,0.14,0.26,0.32,阳+,0.77,0.12,0.03,0.02,0.83,阳+,0.17,0.32,0.15,0.15,0.38,阳+,0.18,0.31,0.23,0.07,0.39
ready-to-eat-brown-rice,即食糙米饭,即食糙米饭,正式目录,卷十一,替代与新技术食品部,新加工食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:25:21.704160+00:00,681df5f2e3c6198ba73e3e1c39b0a73370c8fda638385ad9555c2684a17f9e1d,references/entries/ready-to-eat-brown-rice/mapping.md,qa/jev-entry-batches/35-new-foods-and-breakfast/raw/ready-to-eat-brown-rice.json,平,1,0,0,1,0,0,0.04,0.04,0.28,0.04,0.06,0.04,0.04,0.16,0.05,0.05,阳+,0.14,0.24,0.1,0.31,0.35,阴-,0.26,0.44,0.05,0.28,0.23,阳+,0.53,0.26,0.04,0.05,0.65,阴-,0.23,0.42,0.25,0.09,0.24,阴-,0.29,0.47,0.24,0.07,0.22
shelf-stable-meal-pouch,常温料理包,常温料理包,正式目录,卷十一,替代与新技术食品部,新加工食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:25:22.038868+00:00,37448a106af01813b47ffccf945f00258d41b1e8eddbaa3b9f4f7bc40e59264f,references/entries/shelf-stable-meal-pouch/mapping.md,qa/jev-entry-batches/35-new-foods-and-breakfast/raw/shelf-stable-meal-pouch.json,平,1,0,0,1,0,0,0.06,0.04,0.06,0.04,0.07,0.04,0.04,0.05,0.03,0.04,阳-,0.26,0.26,0.04,0.44,0.26,阳-,0.38,0.37,0.02,0.53,0.08,阳+,0.35,0.4,0.02,0.07,0.51,阴-,0.27,0.45,0.05,0.38,0.12,阴-,0.38,0.53,0.06,0.18,0.23
3d-printed-food,3D打印食品,3D打印食品,正式目录,卷十一,替代与新技术食品部,新加工食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:25:22.372908+00:00,37de500787d5cb7a5a09e6ac2922db15aad54499160f97c3acc859a5f442c6e4,references/entries/3d-printed-food/mapping.md,qa/jev-entry-batches/35-new-foods-and-breakfast/raw/3d-printed-food.json,平,1,0,0,1,0,0,0.04,0.04,0.06,0.04,0.04,0.03,0.03,0.05,0.04,0.04,阳-,0.3,0.22,0.05,0.47,0.26,阳-,0.41,0.33,0.02,0.56,0.09,阳+,0.33,0.38,0.05,0.08,0.49,阳-,0.22,0.38,0.1,0.41,0.11,阴-,0.34,0.51,0.09,0.22,0.18
cultivated-meat,细胞培养肉,细胞培养肉,正式目录,卷十一,替代与新技术食品部,未来食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:25:22.701414+00:00,e76387cde27844fea7b7904fb809c1eaa1d860deded616848e7478ad97f75e6c,references/entries/cultivated-meat/mapping.md,qa/jev-entry-batches/35-new-foods-and-breakfast/raw/cultivated-meat.json,平,1,0,0,1,0,0,0.04,0.04,0.06,0.04,0.05,0.04,0.03,0.04,0.04,0.04,阳-,0.22,0.25,0.07,0.41,0.27,阳-,0.34,0.34,0.04,0.51,0.11,阳+,0.33,0.37,0.07,0.06,0.5,阴-,0.18,0.38,0.12,0.38,0.12,阴-,0.22,0.41,0.15,0.23,0.21
precision-fermented-dairy-protein,精密发酵乳蛋白食品,精密发酵乳蛋白食品,正式目录,卷十一,替代与新技术食品部,未来食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:25:23.062550+00:00,3e9c4da81313d5401ea9bc287155a293bdff4d235d7b52c63f489480e97b9437,references/entries/precision-fermented-dairy-protein/mapping.md,qa/jev-entry-batches/35-new-foods-and-breakfast/raw/precision-fermented-dairy-protein.json,平,1,0,0,1,0,0,0.04,0.03,0.09,0.04,0.04,0.04,0.04,0.06,0.04,0.04,阳-,0.16,0.26,0.15,0.38,0.21,阳-,0.28,0.37,0.06,0.47000000000000003,0.1,阳+,0.23,0.28,0.25,0.05,0.42,阴-,0.16,0.37,0.29,0.25,0.09,阴-,0.2,0.41000000000000003,0.31,0.16,0.12
algae-protein-food,藻类蛋白食品,藻类蛋白食品,正式目录,卷十一,替代与新技术食品部,未来食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:25:23.373006+00:00,15d6d2ee9ffe9d49d171197360e75116f212f5f8c4f446944d0433f289c5f02f,references/entries/algae-protein-food/mapping.md,qa/jev-entry-batches/35-new-foods-and-breakfast/raw/algae-protein-food.json,平,1,0,0,1,0,0,0.05,0.06,0.11,0.05,0.08,0.04,0.05,0.07,0.05,0.05,阳-,0.01,0.25,0.23,0.26,0.26,阴-,0.25,0.44,0.18,0.28,0.1,阳+,0.44,0.26,0.12,0.04,0.58,阴-,0.22,0.42,0.27,0.22,0.09,阴+,0.23,0.4,0.43,0.09,0.08
insect-protein-food,昆虫蛋白食品,昆虫蛋白食品,正式目录,卷十一,替代与新技术食品部,未来食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:25:23.690492+00:00,32df38ce76eac82d68cc89430b27068982497efa263bbf27ab8d634af52639e1,references/entries/insect-protein-food/mapping.md,qa/jev-entry-batches/35-new-foods-and-breakfast/raw/insect-protein-food.json,平,1,0,0,1,0,0,0.04,0.04,0.08,0.05,0.04,0.04,0.04,0.06,0.04,0.04,阳-,0.14,0.24,0.11,0.36,0.29,阳-,0.21,0.4,0.04,0.41,0.15,阳+,0.38,0.33,0.1,0.04,0.53,阴-,0.25,0.43,0.11,0.32,0.14,阴-,0.28,0.46,0.25,0.13,0.16
latte-with-bread,拿铁加面包,拿铁加面包,正式目录,卷十二,食方与生活场景部,早餐,meal_scene,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:25:23.976648+00:00,c04fd70a293d3eed4cbf7d3afaf0ef131cc34524f64b2a829218629e9f5b74e8,references/entries/latte-with-bread/mapping.md,qa/jev-entry-batches/35-new-foods-and-breakfast/raw/latte-with-bread.json,平,0.98,0,0,0.99,0.01,0,0.04,0.13,0.24,0.07,0.04,0.07,0.05,0.08,0.04,0.04,阳+,0.54,0.1,0.02,0.23,0.65,阳-,0.3,0.3,0.02,0.47,0.21,阴-,0.24,0.43,0.11,0.09,0.37,阴-,0.16,0.37,0.08,0.33,0.22,阴-,0.2,0.41000000000000003,0.11,0.26,0.22
sweetened-cereal-with-milk,甜味早餐谷物配奶,甜味早餐谷物配奶,正式目录,卷十二,食方与生活场景部,早餐,meal_scene,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:25:26.714346+00:00,4142643e4bcd58130aca6ca7c22b2635e37b98aa7bc4a284904e1548ee4a5ce9,references/entries/sweetened-cereal-with-milk/mapping.md,qa/jev-entry-batches/35-new-foods-and-breakfast/raw/sweetened-cereal-with-milk.json,平,1,0,0,1,0,0,0.04,0.04,0.44,0.04,0.05,0.04,0.04,0.12,0.04,0.04,阳+,0.1,0.2,0.31,0.16,0.33,阴-,0.25,0.43,0.07,0.31,0.19,阳+,0.56,0.24,0.07,0.02,0.67,阴+,0.17,0.37,0.37,0.06,0.2,阴+,0.41,0.32,0.56,0.04,0.08
yogurt-fruit-bowl,酸奶水果碗,酸奶水果碗,正式目录,卷十二,食方与生活场景部,早餐,meal_scene,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:25:27.002341+00:00,a80299b71d3fd9d9575d1d35cfeabdacc520b6764a29407d2ae727cf0751a3ef,references/entries/yogurt-fruit-bowl/mapping.md,qa/jev-entry-batches/35-new-foods-and-breakfast/raw/yogurt-fruit-bowl.json,平,0.82,0.03,0.12,0.85,0,0,0.16,0.04,0.37,0.04,0.04,0.04,0.05,0.1,0.04,0.04,阴+,0.15,0.23,0.36,0.26,0.15,阴-,0.2,0.4,0.24,0.29,0.07,阳+,0.23,0.34,0.21,0.02,0.43,阴+,0.38,0.29,0.54,0.13,0.04,阴+,0.36,0.39,0.52,0.05,0.04
protein-shake-breakfast,蛋白奶昔早餐,蛋白奶昔早餐,正式目录,卷十二,食方与生活场景部,早餐,meal_scene,R2,summary_frozen_R2,2026-09-25,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:32:58.877953+00:00,032cd2b372f3bb9b80fb8d13c99f4c789ccc0a0fd4069efbb029a73273cf1ce0,references/entries/protein-shake-breakfast/mapping.md,qa/jev-entry-batches/36-afternoon-and-night-scenes/raw/protein-shake-breakfast.json,平,1,0,0,1,0,0,0.05,0.04,0.22,0.04,0.05,0.04,0.04,0.12,0.04,0.05,阳+,0.11,0.19,0.15,0.32,0.34,阳-,0.18,0.35,0.05,0.38,0.22,阳+,0.43,0.31,0.07,0.05,0.57,阴-,0.14,0.36,0.3,0.21,0.13,阴-,0.22,0.42,0.3,0.1,0.18
overnight-oats-cup,隔夜燕麦杯,隔夜燕麦杯,正式目录,卷十二,食方与生活场景部,早餐,meal_scene,R2,summary_frozen_R2,2026-09-25,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:32:59.321276+00:00,84cfd2170b8b8f5c0a237faa33cc78c5c4b266435258de85f677481ef12c9793,references/entries/overnight-oats-cup/mapping.md,qa/jev-entry-batches/36-afternoon-and-night-scenes/raw/overnight-oats-cup.json,平,0.89,0.01,0.08,0.91,0,0,0.05,0.04,0.34,0.04,0.05,0.04,0.04,0.16,0.05,0.04,阳-,0.17,0.25,0.18,0.37,0.2,阳-,0.21,0.39,0.07,0.41,0.13,阳+,0.57,0.22,0.07,0.03,0.68,阴+,0.22,0.34,0.41,0.15,0.1,阴-,0.3,0.47,0.35,0.08,0.1
milk-tea-with-cake,奶茶配蛋糕,奶茶配蛋糕,正式目录,卷十二,食方与生活场景部,下午茶,meal_scene,R2,summary_frozen_R2,2026-09-25,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:32:59.783241+00:00,13dd8ba12ed50456e27e97cac06e526bb4d474f93e53f4cc981b424f0483ada5,references/entries/milk-tea-with-cake/mapping.md,qa/jev-entry-batches/36-afternoon-and-night-scenes/raw/milk-tea-with-cake.json,平,0.99,0,0,1,0,0,0.05,0.08,0.29,0.06,0.04,0.06,0.04,0.08,0.05,0.04,阳-,0.22,0.2,0.06,0.41,0.33,阳-,0.36,0.35,0.03,0.52,0.1,阴-,0.26,0.44,0.1,0.05,0.41,阳-,0.24,0.35,0.12,0.43,0.1,阴-,0.39,0.55,0.14,0.14,0.17
coffee-with-cookies,咖啡配曲奇,咖啡配曲奇,正式目录,卷十二,食方与生活场景部,下午茶,meal_scene,R2,summary_frozen_R2,2026-09-25,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:33:00.209053+00:00,055982a22b083bfb8981e9826ce1610d7812f2057caab31d49181eb0f0e753e0,references/entries/coffee-with-cookies/mapping.md,qa/jev-entry-batches/36-afternoon-and-night-scenes/raw/coffee-with-cookies.json,平,0.98,0,0,0.99,0.01,0,0.05,0.16,0.28,0.08,0.04,0.08,0.05,0.08,0.05,0.04,阳+,0.65,0.08,0.01,0.17,0.74,阳-,0.3,0.26,0.01,0.48,0.25,阳+,0.26,0.41,0.09,0.06,0.44,阴-,0.11,0.33,0.04,0.3,0.33,阴-,0.18,0.39,0.03,0.23,0.35
coffee-with-chocolate,咖啡配巧克力,咖啡配巧克力,正式目录,卷十二,食方与生活场景部,下午茶,meal_scene,R2,summary_frozen_R2,2026-09-25,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:33:00.698641+00:00,35e014aa7b9b1142088bf944e74a92d1f77a77243e61bb0468ff98df43ca57a1,references/entries/coffee-with-chocolate/mapping.md,qa/jev-entry-batches/36-afternoon-and-night-scenes/raw/coffee-with-chocolate.json,平,0.98,0,0,0.99,0.01,0,0.05,0.15,0.19,0.07,0.04,0.09,0.05,0.05,0.05,0.05,阳+,0.53,0.1,0.01,0.24,0.65,阳-,0.33,0.28,0.02,0.5,0.2,阴-,0.25,0.44,0.05,0.12,0.39,阳-,0.17,0.29,0.04,0.38,0.29,阴-,0.19,0.39,0.04,0.24,0.33
fruit-tea-with-dessert,水果茶配甜点,水果茶配甜点,正式目录,卷十二,食方与生活场景部,下午茶,meal_scene,R2,summary_frozen_R2,2026-09-25,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:33:01.174027+00:00,3c8a3eeaa3ad14c6c4c5b5fc7d718d8275d6437a845b69139004611ae3498255,references/entries/fruit-tea-with-dessert/mapping.md,qa/jev-entry-batches/36-afternoon-and-night-scenes/raw/fruit-tea-with-dessert.json,平,1,0,0,1,0,0,0.07,0.05,0.33,0.04,0.04,0.04,0.04,0.07,0.05,0.04,阳-,0.27,0.28,0.08,0.46,0.18,阳-,0.26,0.41,0.08,0.45,0.06,阴-,0.42,0.57,0.07,0.05,0.31,阴-,0.18,0.38,0.21,0.33,0.08,阴-,0.47,0.61,0.15,0.14,0.1
late-night-instant-noodles,夜宵方便面,夜宵方便面,正式目录,卷十二,食方与生活场景部,夜食,meal_scene,R2,summary_frozen_R2,2026-09-25,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:33:01.608343+00:00,2d6b8d9a17b9be4926ede51cbe9ea988d07014da9338e7956905bae52c9dc0e8,references/entries/late-night-instant-noodles/mapping.md,qa/jev-entry-batches/36-afternoon-and-night-scenes/raw/late-night-instant-noodles.json,平,0.99,0,0,1,0,0,0.04,0.04,0.07,0.07,0.15,0.05,0.04,0.07,0.04,0.04,阳-,0.23,0.22,0.02,0.42,0.34,阳-,0.27,0.4,0.02,0.45,0.13,阴-,0.29,0.47,0.02,0.06,0.45,阴-,0.33,0.5,0.04,0.29,0.17,阴-,0.41,0.55,0.04,0.22,0.19
late-night-barbecue,夜间烧烤,夜间烧烤,正式目录,卷十二,食方与生活场景部,夜食,meal_scene,R2,summary_frozen_R2,2026-09-25,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T09:33:02.048084+00:00,3b244a2dd938d8fc3991a93e920ce30cf5504134d425f95a822f387d1a8d9357,references/entries/late-night-barbecue/mapping.md,qa/jev-entry-batches/36-afternoon-and-night-scenes/raw/late-night-barbecue.json,平,0.92,0,0,0.94,0,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.04,0.04,阳-,0.33,0.24,0.03,0.49,0.24,阳-,0.43,0.35,0.01,0.57,0.07,阴-,0.39,0.54,0.02,0.17,0.27,阳-,0.26,0.43,0.04,0.45,0.08,阴-,0.34,0.5,0.04,0.3,0.16
